titulo,tipoTrabajo,logoURL,empresa,localizacion,fechaPublicacion,salarioMinimo,salarioMaximo,aptoDiscapacitado,detalle,planPublicacion,confidencial,portal,oportunidad,fechaHoraPublicacion,idEmpresa,promedioEmpresa,gptwUrl,idArea,idSubarea,idPais,modalidadTrabajo,cantidadVacantes,latitud,longitud,links,id,tipoAviso
Asistente de administrativo (Indicadores) Jr.,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/11/static/logoMainPic_10225008_bum_v86afa3a9.jpg,Tiendas Tambo Sac,"Lima15333, Lima",14-08-2023,0,0,False," Somos Lindcorp, un grupo empresarial dedicado y comprometido con el crecimiento y desarrollo del Perú. Contamos con 0 3 unidades de negocio: Tambo+, Aruma y Comidas Gourmet. Actualmente, nos encontramos en la búsqueda del mejor talento para cubrir la posición de Asistente de administrativo (Indicadores) ¿Qué perfil buscamos? · Egresado o estudiante de las carreras de Ingeniería industrial, Administración de Empresas, Ing. sistemas o afines. · Experiencia de 1 año en áreas de RRHH. o control de gestión. · Office avanzado ( Power BI.) · Disponibilidad para realizar un trabajo híbrido (Casa/Oficina). Estas serán tus principales funciones: · Responsable de la elaboración, gestión, actualización y presentación de informes de Indicadores de RRHH y control de gastos. · Apoyo administrativo. Nuestros beneficios: Oportunidad de crecimiento. ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,14-08-2023 09:48:25,10225008,,,17,48,11,Híbrido,1,0.0,0.0,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115953321'}]",1115953321,simple
ASISTENTE DE SELECCION,Full-time,,Confidencial,"Cercado De Lima, Lima",14-08-2023,1500,2500,False," Empresa constructora, lider en el desarrollo de proyectos inmobiliarios, de nivel A requiere por ampliación de area profesional de selección con el siguiente perfil REQUISITOS: - Egresada (o), Bachiller de Psicologia Organizacional. - Experiencia en el sector construcción, mineria, gas o petroleo superior a 1 año. - Experiencia en manejo de pruebas proyectivas y de personalidad (revisión e informe) - Manejo de evaluaciones por competencias, informes, aplicación de pruebas, armados de file de personal, habilitaciones para ingresos a obras. - Disponibilidad inmediata para laborar en Lima Metropolitana. ","{'id': 80, 'nombre': 'Simples_60'}",True,Bumeran,False,14-08-2023 09:44:41,13375702,,,17,48,11,Presencial,1,0.0,0.0,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115953304'}]",1115953304,simple
Analista de Selección del Talento,Full-time,,Confidencial,"Lima, Lima",14-08-2023,2800,3000,True," Somos un importante grupo peruano. Buscamos liderar distintos mercados con la mejor calidad en procesos, para lo cual necesitamos incorporar a nuestra empresa al mejor talento para que desempeñe las funciones de Analista de Atracción y Retención del Talento. Funciones Reclutamiento y selección de las diferentes posiciones de la empresa, de Practicantes hasta Jefes. Administración de las Bolsas de Trabajo Actualizaciones de los perfiles de puestos Manejo de Redes Sociales Asegurar la selección de candidatos dentro de los plazos establecidos Supervisar y ejecutar la correcta incorporación de los candidatos a la compañía Ejecutar la inducción del personal y realizar la presentación de los nuevos integrantes de los equipos Hacer seguimiento y elaborar planes de acción para el cumplimiento de los indicadores de: Reclutamiento y selección, Capacitación. Levantar necesidades de capacitación. Proponer el Plan Anual de Capacitación y Desarrollo del Talento, en base al giro del negocio y resaltando las prioridades de cada área. Proponer el contenido de las capacitaciones y generar el Plan anual. Coordinar directamente con cada Jefatura y / p participante, la asistencia a las capacitaciones. Gestionar convenios con instituciones educativas Otras funciones que indique su Jefe directo Requisitos Profesional de la carrera de Psicología (Indispensable) Deseable especialización en Recursos Humanos Mínimo 2 años de experiencia como Analista Disponibilidad para trabajar de manera presencial Manejo de Excel a nivel intermedio Que Ofrecemos Ingreso directo a planilla con todos los beneficios Opción para tomar una póliza de salud a través de una EPS ","{'id': 80, 'nombre': 'Simples_60'}",True,Bumeran,False,14-08-2023 07:47:23,13116376,,,17,2565,11,Presencial,1,-12.093084,-77.046491,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115952968'}]",1115952968,simple
Practicante Profesional de Ingenieria Industrial / Recursos Humanos,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/11/static/logoMainPic_10195475_bum_vecce599d.jpg,FOOTLOOSE,"Ate., Lima",14-08-2023,0,0,False," ¡Siente la Emoción de Footloose, un lugar donde el talento y el éxito se encuentran! Si te apasiona el mundo del retail y quieres formar parte de una empresa vibrante y enérgica, ¡estás en el lugar indicado! Con más de 120 puntos de venta a nivel nacional y 25 años de trayectoria, estamos buscando talentos con entusiasmo y agilidad para unirse a nuestra Gran Familia. Apoyar en la elaboración y ejecución del plan anual de capacitaciones. Apoyar en el diagnóstico de necesidades con las gerencias jefaturas de las áreas. Control de indicadores de asistencia a las capacitaciones. Ejecutar el proceso de línea de carrera. Organizar y ejecutar el proceso de onboarding y capacitaciones internas. Otras funciones que sean asignado por su jefe inmediato. Requisitos: Educación: Egresado de la carrera de Ingeniería Industrial Experiencia mínima: 1 año en el puesto. Horario de lunes a viernes de 8am a 6pm. (Ate) Conocimientos en: Excel intermedio / avanzado (indispensable). Manejo de indicadores de capacitación. Beneficios Vale de cumpleaños Capacitaciones - Campus Virtual Gratuito Oportunidad de línea de carrera Convenios corporativos Realizar voluntariados Crecimiento personal y profesional ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,14-08-2023 07:31:22,10195475,,,17,48,11,Presencial,2,0.0,0.0,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115952926'}]",1115952926,simple
Psicólogo(a) freelance de reclutamiento y selección - masivos,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/11/static/logoMainPic_10225008_bum_v86afa3a9.jpg,Tiendas Tambo Sac,"Lima15333, Lima",14-08-2023,0,0,False," Somos Lindcorp, un grupo empresarial dedicado y comprometido con el crecimiento y desarrollo del Perú. Contamos con 0 3 unidades de negocio: Tambo+, Aruma y Comidas Gourmet. Actualmente, nos encontramos en la búsqueda del mejor talento para cubrir la posición de Psicologa(a) freelance de reclutamiento y selección de personas (masivos). ¿Qué perfil buscamos? Bachiller o egresado en las carreras de psicología. Experiencia mínima de 0 2 años en posiciones como analista o consultora en empresas del sector consumo masivo, restaurantes o retail. Conocimiento de competencias y dinámicas. Manejo de Excel a nivel intermedio. Manejo de fuentes de reclutamiento. Disponibilidad para realizar un trabajo presencial de lunes a viernes. Estas serán tus principales funciones: Apoyo en el proceso de reclutamiento, selección e ingreso de personal. Mantener las publicaciones activas de ofertas laborales en las principales ferias, municipalidades, bolsas de trabajo, institutos, universidades y redes sociales. Evaluación de candidatos a través de pruebas psicométricas y proyectivas. Entrevistas por competencias y manejo de dinámicas. Otras funciones de apoyo. ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,14-08-2023 07:20:53,10225008,,,17,2565,11,Presencial,3,0.0,0.0,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115952898'}]",1115952898,simple
Practicante Pre Profesional de Administración de Personal y Nómina,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/11/static/logoMainPic_13115447_bum_vc24afe0d.jpg,QSI,"Lima, Lima",14-08-2023,0,0,False," En QSI, principal referente en la industria, con una amplía y reconocida experiencia en Perú y Ecuador, QSI brinda un amplio portafolio de soluciones confiables para los sectores de Construcción y Minería, Industrias y Textil. Actualmente estamos en búsqueda de un Practicante Pre Profesional de Administración de Personal y Nómina. REQUISITOS: Estudiantes de últimos ciclos de la carreras de Administración, Ingeniería Industrial, Contabilidad y Afines. Conocimientos en legislación laboral (deseable). Excel nivel Intermedio. FUNCIONES: Apoyo en los procesos de nómina. Mantener actualizada la información de nóminas tales como: ingresos de personal, ceses, novedades. Apoyo en los pagos de impuestos y aportaciones: PDT, AFP’S. Apoyo en la administración las vacaciones y los contratos de los trabajadores. Apoyar auditorías internas, externas y clientes internos según requerimientos. Apoyo con los asientos contables de nómina y provisiones. Beneficios : Oportunidad de integrarse en una empresa líder en su rubro. Seguro de formación laboral. Otros beneficios corporativos. ¡Te deseamos éxitos en el proceso de selección! ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,14-08-2023 07:05:01,13115447,,,17,2637,11,Presencial,1,-12.093084,-77.046491,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115952860'}]",1115952860,simple
Auxiliar Administrativo,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/0/0/0/2/4/9/8/9/6/0/logoMainPic_2498960.jpg,Pricewaterhousecoopers,"Lima, Lima",14-08-2023,0,0,False," &quot;Hoy somos una red global de servicios profesionales con más de 327 947 personas en 152 países , que asisten a clientes en la creación de valor, el manejo de riesgos y la mejora de su desempeño a través de prácticas especializadas en diversas industrias, mediante nuestros servicios de auditoría, consultoría de negocios, asesoría legal y tributaria. Nos encontramos en la búsqueda de grandes talentos para unirse a nuestra comunidad de solucionadores y resolver problemas importantes en conjunto. ¿Estás listo(a) para este nuevo reto?&quot; Nos encontramos en la búsqueda del mejor talento para la posición de: Auxiliar Administrativo Funciones Llenado del Time Report de los colaboradores del área. Control, coordinación y entrega de laptops (en oficinas y domicilios) para el cumplimiento de los cursos obligatorios y snapshots Onboarding: Seguimiento para la reunión con el equipo, recolección de fotos para presentación e inducción de los temas de Outsourcing Offboarding: Seguimiento al checklist de desvinculación (devolución de equipo a GTS, entrevistas de salida, entre otros). Seguimiento al cumplimiento de los cursos obligatorios. Actividades de integración y soporte en charlas internas. Despliegue de actividades de RRHH: Seguimiento de visitas a oficina, reenvío de comunicaciones, entre otros. Requisitos: Técnico de la carrera de Administración, Ing. Industrial o Contabilidad Deseables conocimiento en gestión del capital humano. Ingles a nivel intermedio (indispensable) Dominio de herramientas para presentaciones efectivas, manejo de Google Suite/Microsoft office Buen manejo de habilidades como Empatía y comunicación &quot;En PwC trabajamos en un entorno diverso e inclusivo donde se respetan y valoran las diferencias sin importar la raza, nacionalidad, edad, discapacidad, orientación sexual, identidad o expresión de género, etc , fomentando la igualdad de oportunidades para todas las personas&quot; ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,14-08-2023 05:46:58,2498960,3.33,,17,48,11,Híbrido,1,-12.093084,-77.046491,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115747732'}]",1115747732,simple
Practicante de Gestión Humana,Part-time,,Confidencial,"Lima, Lima",14-08-2023,0,0,False," Empresa del sector Retail, busca sumar a su equipo a un(a) Practicante de Gestión Humana, quien tendrá el reto de: -Administración de presupuestos. -Seguimiento Indicadores de gasto e inversión de la gerencia. -Administración de órdenes de compra. -Seguimiento de documentos del file de colaborador. -Soporte en actividades del área. Requisitos: Estudiante del VII ciclo en adelante de carreras de Administración, Ingeniería Industrial o afines. Excel a nivel intermedio. Deseable conocimiento en Power BI, Análisis de Datos. Postular hasta el viernes 18.08. ","{'id': 80, 'nombre': 'Simples_60'}",True,Bumeran,False,14-08-2023 05:45:37,1299020,,,17,48,11,Híbrido,1,-12.093084,-77.046491,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115952647'}]",1115952647,simple
Coordinador de Gestión Humana,Full-time,,Confidencial,"Chilca, Lima",14-08-2023,0,0,False," Importante empresa, nos encontramos en la búsqueda de un(a) Coordinador(a) de Gestión Humana: Requisitos: 03 años como coordinador de Gestión Humana. Titulado de Ingeniería Industrial, Administración de Empresas, Psicología o afines. Conocimientos de Contabilidad, Legislación Laboral y Administración. Funciones: § Visitar regularmente a cada unidad para hacer seguimiento y brindarles la asesoría necesaria. § Realizar auditorías de los procedimientos que están involucrados con el área de RRHH. § Identificar en cada área buenas prácticas y replicarlas en las toda la empresa. § Dar soporte al entrenamiento de nuevos líderes en las unidades. § Proponer mejoras en los procesos de RRHH que se manejan en las áreas en coordinación con los líderes pertinentes. § Participar en el diseño e implementar el desarrollo de proyectos en función a las necesidades de cada área. §Elaborar indicadores de toda la empresa y supervisar su cumplimiento . Beneficios: Ingreso a planilla. Pagos puntuales. Linea de carrera. ","{'id': 80, 'nombre': 'Simples_60'}",True,Bumeran,False,14-08-2023 05:34:16,13199857,,,17,48,11,Presencial,1,-12.51932,-76.7388689,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115952605'}]",1115952605,simple
Analista Senior de Selección - Rubro Seguridad,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/11/static/logoMainPic_10124267_bum_v912e5dac.jpg,LULLI & ASOCIADOS S.A.C. - ENLACE TALENTO / TRABAJO,"Chorrillos, Lima",14-08-2023,0,0,False," Nuestro cliente empresa dedicada a la seguridad física y electrónica se encuentra en la búsqueda de nuevos talentos para cubrir la vacante de un(a) Analista Senior de Selección. REQUISITOS: - Contar con estudios concluidos en Psicología y/o carreras afines. - Conocimientos: Microsoft office (Excel, Word, power point). - Experiencia en manejos de procesos masivos e individuales. - Experiencia en aplicación y manejo de pruebas psicométricas y proyectivas. - Deseable experiencia en empresas de seguridad. FUNCIONES: - Se le asignará los perfiles de puestos por cubrir, buscando que la rotación disminuya. - Realizará el relevamiento/levantamiento y/o coordinará la actualización de los perfiles de las posiciones encomendadas con los clientes internos. - Publicará las ofertas laborales en la mayor cantidad de bolsas de trabajo, para tener una máxima cobertura y convocatoria. - Realizará y coordinará la depuración o filtro curricular de cada uno de los puestos o posiciones requeridas. - Realizará y coordinará las entrevistas, las dinámicas grupales, assessments, la aplicación de las pruebas psicológicas y/ evaluaciones por competencias, las referencias laborales y elaborará los informes psicológicos respectivos. - Coordinará con el cliente interno y candidatos seleccionados (duplas o ternas), las entrevistas laborales, hasta la selección final de los talentos. BENEFICIOS: - Ingreso a planilla PYME desde el 1er día, con todos los beneficios de ley. - Excelente oportunidad de desarrollo de línea de carrera. Horario: Jornada de trabajo típica - de lunes a sábado ( 1/ 2 día) - horas: 8: 0 0 am a 6: 0 0 pm, sábados de 8: 0 0 am 1 2: 0 0 pm FECHA DE CONTRATACIÓN: Inmediata Postulación: https://www.enlacetalento.com/Home/BolsaTrabajoDetalle?OfertaLaboralId= 1 2 1 4 1 “Nuestra organización mantiene una política de contratación inclusiva y cumple con la Ley N 2 9 9 7 3, por lo que invita a todos a participar en el proceso de selección en referencia sin ningún tipo de discriminación” ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,14-08-2023 05:24:20,10124267,,,17,2565,11,Presencial,1,-12.1325346,-76.4349776,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115952575'}]",1115952575,simple
GESTIÓN SOCIAL Y RECURSO HUMANO,Full-time,,INMEL PERU SOCIEDAD ANONIMA CERRADA,"San Isidro, Lima",14-08-2023,0,0,False," INMEL PERU S.A.C., somos una empresa integradora, especializada en soluciones de infraestructura, operación y servicios, para entidades públicas y privadas de los sectores de la construcción, minero-energético, telecomunicaciones, agua, gas y saneamiento. Nos encontramos en búsqueda de un personal que realice las actividades de compensación y relaciones laborales cumpliendo con lo establecido en las políticas de la Organización y la normatividad vigente.. Funciones: Elaborar y desarrollar los programas de bienestar y desarrollo social promoviendo las relaciones laborales armoniosas. Atención y seguimiento a los colaboradores en caso de accidentes de trabajo. Velar por que los trabajadores se encuentren acreditado para las atenciones ante el Seguro Social. Realizar tramites en el Seguro Social: Inscripción de derecho habiente, reembolso de subsidios, lactancia, etc. Gestionar la Afiliación de los colaboradores a la EPS. Efectuar los trámites administrativos de apoyo que se brinda al personal, tales como préstamos, adelantos y otros de acuerdo a las normas de la empresa. Controlar los descansos médicos y elaboración del reporte respectivo mensual. Garantizar el ingreso, mantenimiento y retiro del personal en el Sistema de nómina y seguridad social Integral de manera oportuna y de acuerdo con la normatividad vigente. Efectuar las actividades propias de la administración de los contratos de trabajo Requisitos: Educación: Profesional Colegiado en Asistencia Social y/o Especialización en Recursos Humanos o carreras afines. Experiencia: mínima de &#x31; año. Manejo de herramientas ofimáticas e indicadores de gestión. Conocimiento transversal de los procesos de Asistencia Social. Habilidad en resolución de problemas. Manejo de KPI. Beneficios: - Línea de carrera. - Remuneración competitiva. - BBSS - Capacitación constante. ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,14-08-2023 04:32:59,13236686,,,17,48,11,Presencial,1,-12.1021759,-77.0578855,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115865132'}]",1115865132,simple
Analista de Capacitación & Desarrollo,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/0/0/1/0/0/9/4/9/1/9/logoMainPic_10094919_bum_v1dcd13a3.jpg,Transportes Cruz Del Sur S.A.C.,"Santa Anita, Lima",14-08-2023,0,0,False," En Cruz del Sur nos encontramos en búsqueda del mejor talento para sumir la posición de &quot;Analista de Capacitación & Desarrollo&quot; Requisitos Bachiller de las carreras de Psicología, Ingeniería Industrial, economía o afines. Experiencia mínima de 2 años en posiciones similares, liderando procesos de Capacitación, evaluación de desempeño, compensaciones y gestión del talento (planes de carrera y líneas de sucesión). Manejo de power BI, excel intermedio, canva, herramientas digitales, entre otros. ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,14-08-2023 04:31:04,10094919,3.55,,17,2566,11,Presencial,1,-12.0425616,-76.9802063,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115952376'}]",1115952376,simple
Analista de Clima & Cultura,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/0/0/1/0/0/9/4/9/1/9/logoMainPic_10094919_bum_v1dcd13a3.jpg,Transportes Cruz Del Sur S.A.C.,"Santa Anita, Lima",14-08-2023,0,0,True," En Cruz del Sur nos encontramos en búsqueda del mejor talento para sumir la posición de &quot;Analista de Clima & Cultura&quot; Requisitos Bachiller de las carreras de Psicología, comunicaciones, Ingeniería Industrial o afines. Experiencia mínima de 2 años en posiciones similares, liderando procesos de gestión del cambio, cultura organización, clima Laboral, comunicaciones. Manejo de power BI, excel intermedio, canva, herramientas digitales, entre otros. ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,14-08-2023 04:24:39,10094919,3.55,,17,48,11,Presencial,1,-12.0425616,-76.9802063,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115952342'}]",1115952342,simple
Analista de Reclutamiento & Selección - San Juan de Lurigancho,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/11/static/logoMainPic_13081194_bum_v92d396d0.jpg,GRUPO PERÚ ALFA,"San Juan de Lurigancho, Lima",14-08-2023,2500,2800,False," Grupo Perú Alfa, empresa peruana con 8 unidades de negocio, orientada al desarrollo y fabricación de empaques flexibles e insumos plásticos, nos encontramos en la búsqueda del mejor talento para asumir la posición de: ANALISTA DE RECLUTAMIENTO & SELECCIÓN Reto de la posición: · Coordinar y ejecutar el proceso de reclutamiento y selección de Grupo Perú Alfa, para asegurar atraer y contar con el talento adecuado en la organización. Principales responsabilidades: · Definir estrategias de reclutamiento y ejecutar los procesos de selección para posiciones operativas, estratégicas y ejecutivas; a través del procedimiento de selección interna o externa. · Liderar los procesos de reclutamiento y selección end to end. · Evaluar el perfil psicolaboral de los candidatos postulantes. · Coordinar con el cliente interno las diferentes etapas del proceso de selección. · Redactar y emitir el informe psicolaboral de los candidatos finalistas. · Realizar y controlar los indicadores y métricas de reclutamiento y selección. · Coordinar estrategias de marca empleadora, participando en eventos, a través de bolsas de universidades y portales de reclutamiento entre otros. · Planificar y hacer seguimiento de la inducción general de nuevos trabajadores. · Asegurar el proceso de onboarding del nuevo colaborador. · Y otras actividades que le sean asignadas por la jerarquía superior. Requerimientos de perfil: · Bachiller en Psicología, administración, ingeniería industrial y afines · Cursos de especialización en selección, atracción de talento u otros relacionados. · Experiencia mínima de 3 años en el área de reclutamiento y selección, liderando procesos operativos, estratégicos y ejecutivos en empresas industriales, consumos masivo o afines. · Conocimientos de pruebas psicométricas, proyectivas, plataformas de evaluacion online. · Conocimientos de excel nivel intermedio. · Disponibilidad de laborar de manera presencial en San Juan de Lurigancho (Alt. Estación San Carlos del Tren Eléctrico) de lunes a viernes de 8:00am a 6:30pm. Beneficios: · Utilidades. · Línea de carrera. · Almuerzo cubierto al 100% · EPS ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,14-08-2023 04:07:25,13081194,2.33,,17,2565,11,Presencial,1,-11.9375141,-76.9705863,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115771426'}]",1115771426,simple
ESPECIALISTA DE PERFILES PROFESIONALES - FREELANCER,Full-time,,Confidencial,"San Miguel, Lima",13-08-2023,0,0,False," ¡Únete a nuestro equipo como Especialista en Elaboración de Perfiles! Modalidad de trabajo: Teletrabajo con desplazamiento ocasional Funciones principales: - Levantamiento de perfiles - Realizar las descripciones de puestos - Responsable de realizar el MOF. - Elaboración de indicadores de gestión asegurando el cumplimiento de los objetivos. - Proponer estrategias de búsqueda innovadoras y/o adecuadas para los perfiles claves de la organización, a través de nuevas herramientas de trabajo y gestión. Requisitos: - Egresado o bachiler en Administración, Psicología o afines. - Experiencia de 3 años - Disponibilidad para desplazarse 1 o 2 veces por semana para la creación de contenido. Si estás buscando un emocionante desafío, está es tu oportunidad! ","{'id': 80, 'nombre': 'Simples_60'}",True,Bumeran,False,13-08-2023 13:13:25,13223531,,,17,48,11,Presencial,1,32.715738,-117.1610838,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115952044'}]",1115952044,simple
Practicante Profesional de Atracción del Talento - Retail,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/0/0/0/1/2/9/0/0/7/0/logoMainPic_1290070.jpg,Falabella,"San Isidro, Lima",13-08-2023,0,0,False," Practicante Profesional de Atracción del Talento Falabella Retail Lima – San Isidro ¿Apasionado por RRHH? Si te apasiona reclutar, evaluar y seleccionar personal de posiciones masivas, esta posición es para ti! En falabella.com buscamos a nuestro(a) próximo(a) Practicante Profesional para sumarse al equipo de Selección. ¿Qué desafíos encontrarás en esta posición? - Publicar anuncios y filtrar CVs. - Convocar, entrevistar y evaluar candidatos (Puestos Masivos) - Realizar informes de resultados. - Coordinar de manera directa con los clientes internos a nivel nacional - Solicitar documentos personales y gestionar trámites de ingreso. ¿Qué esperamos de ti? - Recién egresado de Psicología (con constancia) - Disponibilidad para realizar prácticas profesionales por 1 año - Experiencia en selección de puestos masivos mínimo 6 meses Haremos mejor equipo si... - Cuentas con dominio de Excel Intermedio Con la #ExperienciaFalabelladisfrutarás de: - Buen clima laboral - Descuentos corporativos Somos más de 100 mil personas que, día a día, dedicamos nuestra pasión y energía a cumplir nuestro Propósito de “Simplificar y Disfrutar más la Vida”. Propósito que hoy vive a través de nuestro ecosistema físico y digital en todas nuestras marcas y países (Chile, Perú, Colombia, India, México, Brasil, China, Argentina y Uruguay). Valoramos las distintas miradas porque entendemos que la diversidad es la clave de nuestra innovación. Queremos ir más allá de cualquier límite, desafiarnos constantemente, divertirnos haciendo lo que nos gusta y dejar huella en lo que hacemos. Y sabemos que existe sólo una forma de hacerlo: como UN EQUIPO. ¡Súmate a vivir la #ExperienciaFalabella y así potenciar JUNTOS nuestra transformación! ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,13-08-2023 09:14:58,1290070,3.25,,17,2565,11,Híbrido,1,-12.1021759,-77.0578855,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115951976'}]",1115951976,simple
Supervisor(a) SBC Rubro Minero,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/0/0/1/0/0/1/1/9/7/0/logoMainPic_10011970_bum_vf5e68033.jpg,MANPOWER PERÚ,"Lima, Lima",12-08-2023,0,0,True," En Manpower Perú buscamos al mejor talento para asumir el reto como Supervisor(a) SBC en el sector Minero en la ciudad de Lima. ¡La oportunidad de tener un futuro mejor, está aquí! Requisitos: - Psicólogo(a) Titulado Colegiado y habilitado por el colegio de psicólogos del Perú. - Mínimo 03 años de experiencia en trabajos del sector minero. - Tener 02 años de experiencia como analista o Supervisor(a) SBC - Especialización y/o cursos en psicología ocupacional (seguridad basada en el comportamiento, técnicas en modificación de conductas, riesgos psicosociales, clima laboral entre otros). - Conocimientos en normativa de reglamentos de seguridad y salud ocupacional D.S.024-2016 y su modificatoria D.S.023-2017 - Experiencia en el uso de Office a nivel intermedio. Funciones : - Cumplir con el Reglamento de Seguridad y Salud Ocupacional en D.S.024-2016 y su modificatoria D.S.023-2017. 2. - Cumplir estrictamente con el Reglamento Interno de Trabajo y Reglamentos Interno de Seguridad y Salud Ocupacional - Elaborar el programa de estrategias motivacionales (incentivos) para el reforzamiento de comportamientos seguros y cambios conductuales observados - Elaborar y entregar el informe semanal y mensual al coordinador de SBC - Brindar soporte a los observadores para el llenado de cartillas, capacitaciones y demás necesidades que pudiera afectar el desarrollo del proceso. - Implementar el proceso de gestión de seguridad basada en el comportamiento; programas de escuela del observador y demás capacitaciones acorde a la necesidad y programaciones de la empresa. Beneficios - Ingreso a planilla con beneficios de ley. - Remuneración acorde al mercado laboral. - Capacitación constante. - EPS cubierta al 100% - Traslado, alimentación y alojamiento ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,12-08-2023 03:18:33,10011970,4.24,,17,2566,11,Presencial,1,-12.093084,-77.046491,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115951558'}]",1115951558,simple
Coordinador Senior de Desarrollo Organizacional,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/11/static/logoMainPic_13336552_bum_v6b6bbd1f.jpg,GRUPO VEGA ,"Lima, Lima",12-08-2023,0,0,False," ¡Si te caracteriza la pasión y tienes el interés por crecer, juntos lo haremos, llego tu oportunidad de pertenecer al Grupo Vega! Somos un holding empresarial de origen peruano con más de 25 años de presencia en el mercado, tenemos posiciones de liderazgo con fuertes ventajas competitivas en los sectores consumo masivo, retail, distribución, transporte, venta de hidrocarburos y construcción, maquila de productos; nos encontramos en búsqueda del mejor talento para el puesto de: COORDINADOR SENIOR DE DESARROLLO ORGANIZACIONAL: Desarrollarás las siguientes funciones - Diseñar, implementar, ejecutar y dar seguimiento a los procesos de talento humano del grupo empresarial. - Proponer proyectos de alto impacto relacionado a transformación cultural, desarrollo organizacional y comunicación interna. - Diseñar e implementar metodologías de capacitación en programas de Onboarding, entrenamiento y formación. - Diseñar e implementar y analizar el proceso de gestión de desempeño. - Diseñar e implementar procesos de Línea de carrera, Plan de sucesión, Mapeo del Talento y Plan de Retención. - Liderar el proceso de medición de clima organizacional desde el despliegue hasta los planes de acción e implementación de programas de mejoras. - Diseñar indicadores de capacitación, desarrollo u otros proyectos afines a la Gerencia de Gestión Humana. - Otras funciones afines con el cargo El perfil que buscamos - Profesional Universitario en Administración, Ingeniería Industrial, Psicología, afines. - Experiencia en sector retail, consumo masivo, industrial - Conocimiento en Gestión del Desempeño, Clima Laboral, Desarrollo de Talento, Indicadores de Gestión, Planes de Sucesión. - Nivel de Excel Intermedio/Avanzado Horario de trabajo Presencial de Lunes a Viernes 8:30 am – 6:30 pm Te ofrecemos - Formar parte del Holding Vega y gozar los descuentos corporativos - Convenios educativos - Crecimiento profesional y línea de carrera ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,12-08-2023 03:02:36,13336552,2.75,,17,48,11,Presencial,1,-12.093084,-77.046491,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115951555'}]",1115951555,simple
