tituloTrabajo,tipoTrabajo,empresa,localizacion,fechaPublicacion,aptoDiscapacitado,detalle,confidencial,idEmpresa,promedioEmpresa,idArea,idSubarea,idPais,modalidadTrabajo,cantidadVacantes,id,tipoAviso,cargoTrabajo,subareaTrabajo,localizacionTrabajo,skill_keywords
ESPECIALISTA DE RELACIONES LABORALES,Full-time,Confidencial,"Cotabambas, Apurimac",01-08-2023,No,ESPECIALISTA DE RELACIONES LABORALES Empresa líder en el rubro minero  ubicada en Apurímac  se encuentra en búsqueda del mejor talento para ocupar la posición de Especialista de Relaciones Laborales  Objetivo de la posición  Brindar soporte a la empresa en promover y sostener una cultura que facilite la armonía y mejore las relaciones con los empleados y contratistas para cumplir con los objetivos del negocio  contribuyendo al cumplimiento de la legislación laboral y las normas de la empresa  FUNCIONES  Participar en la elaboración de propuestas técnicas  en los procesos de negociación colectiva con los sindicatos de la empresa y dar seguimiento a la implementación de los acuerdos contenidos en el Convenio Colectivo  Representar a compañía frente a la autoridad administrativa de trabajo en reuniones de conciliación  extra procesos y reuniones informativas  Asesorar y dar soporte a las áreas clientes y generalistas en temas de Relaciones Laborales  de acuerdo con la legislación laboral vigente y las políticas de la compañía  Velar por la aplicación y cumplimiento del Reglamento Interno de Trabajo  RIT   Política de la compañía  Procedimientos y normativas laborales aplicables a la empresa  Coordinar con las áreas correspondientes  para el cumplimiento de requerimientos de información  realizados por la autoridad administrativa de trabajo y autoridades judiciales  para la resolución de reclamos laborales  Monitorear e identificar posibles conflictos laborales entre trabajadores de la compañía y a su vez de contratistas para prevenir controversias laborales  REQUISITOS Derecho titulado y colegiado  Relacionista Laboral  Administrador de Empresas o afines  Mínimo 9 años en funciones y o posiciones similares  Especialización deseable en Gestión de Recursos Humanos  Legislación Laboral  Técnicas de negociación y resolución de conflictos  Conocimientos en técnicas de negociación con sindicatos  normativa Laboral vigente  elaboración de indicadores y reportes de gestión del área  modelos organizacionales  valores  gestión del cambio y participación de los empleados en el desarrollo de una cultura saludable y productiva  compensaciones y beneficios  manejo de Costos y Presupuestos  Manejo de MS Office a nivel Avanzado  Licencia de conducir A1 Dominio de Sistema Integrado de Gestión  Inglés Intermedio,No,2110810,,17,48,11,Presencial,1,1115934635,simple,Especialista,Relaciones Laborales,Apurimac,"['inglés', 'indicadores', 'derecho']"
Jefe de Relaciones Laborales,Full-time,Minsur S.A.,"Pisco, Ica",01-08-2023,No,Somos Minsur tercer productor de estaño a nivel mundial y el mayor proveedor de este mineral en el hemisferio occidental  Trabajamos bajo una visión de clase mundial  siendo referentes a nivel nacional e internacional en la aplicación de los lineamientos más importantes en términos de seguridad  eficiencia operacional  responsabilidad socioambiental y desarrollo de talento  Formamos parte de Breca  uno de los grupos empresariales más sólidos e importantes del Perú y somos la primera empresa minera peruana en ingresar al ICMM  Consejo Internacional de Minería y Metales   Como parte de nuestro plan de crecimiento nos encontramos en búsqueda del mejor talento para ocupar la posición  JEFE DE RELACIONES LABORALES II  OBJETIVO DE LA POSICION Es el responsable de mantener las relaciones laborales  asi como de la aplicación de las políticas y reglamentación laboral en la organización  Representa a la Empresa ante los distintos sindicatos  comisiones internas  dependencias públicas laborales y demás entes relacionados  Vela por la paz laboral y el buen relacionamiento con los trabajadores  III  RESPONSABILIDADES Y FUNCIONES Velar por el cumplimiento y difusión de las políticas  reglamentos y diversos documentos de índole laboral o de gestión de RRHH dentro de las distintas áreas  Orientar a los responsables de las áreas operativas sobre temas de legislación laboral y o aplicabilidad de la norma  Liderar las reuniones sindicales y dar seguimiento a los acuerdos generados con los representantes de los trabajadores Diseñar e implementar la estrategia de cara a la negociación colectiva  siguiendo los lineamientos corporativos de Relaciones Laborales  Liderar la gestión de obstáculos   gestión de bienestar en la F R Pisco  Representar a la empresa en las distintas reuniones de índole laboral  tales como fiscalizaciones  SUNAFIL  BASC  y otras de similar complejidad y elaborar la documentación respectiva  Diseñar la estrategia para planes de retiro y o negociaciones de desvinculación de personal  Promover y analizar diferentes estudios relacionados a la generación de confianza y relacionamiento con los trabajadores  Cumplir y hacer cumplir las Políticas y Objetivos de Calidad  Seguridad  Salud Ocupacional y Medio Ambiente de la Empresa  así como los requisitos legales y otros requisitos de la organización  Planificar  implementar y realizar el seguimiento de las actividades en las áreas de su responsabilidad  cumpliendo los controles de calidad  medio ambiente  seguridad y salud ocupacional establecidos  Cumplir y hacer cumplir el Código de Ética  Reglamento Interno de Trabajo  Reglamento Internos de Seguridad y Salud Ocupacional y otros reglamentos que establezca la organización  Así como lo establecido en los planes  programas  estándares  procedimientos  instrucciones de trabajo y otros documentos del SIG definidos por la organización  VIII  EXPERIENCIA  EXIGENCIAS Y REQUERIMIENTOS Mínimo 05 años de experiencia en puestos afines  FORMACIÓN REQUERIDA Profesional titulado en Derecho  Administración  Relaciones Laborales o afines  Especialización en Gestión de Recursos Humanos o Relaciones Laborales CONOCIMIENTOS Legislación laboral   ley de relaciones colectivas de trabajo  Negociación Conocimiento en gestión de recursos humanos por competencias Liderazgo  trabajo en equipo  motivador y de apertura  Empatia Conocimiento de procesos de ADM personal  contratos de trabajo  obligaciones laborales  roster de trabajo atípico  planillas  sap  deseable  Minsur no solicita ningún tipo de pago o abono para participar en los procesos de reclutamiento y selección  ni en ninguna etapa de este  como referencias o verificaciones laborales   Somos una empresa incluyente  que respeta la diversidad y no hacemos ningún tipo de discriminación,No,10070667,4.83,17,48,11,Presencial,1,1115935615,simple,Jefe,Relaciones Laborales,Ica,"['r', 'sunafil', 'administración', 'contratos', 'sap', 'derecho']"
Auxiliar de Relaciones Laborales - Tarapoto,Full-time,GRUPO PALMAS,"Tarapoto, San Martín",19-06-2023,No,Funciones    Analizar y aplicar sanciones disciplinarias  amonestaciones escritas    Realizar seguimiento a requerimientos de SUNAFIL o MTPE   Ejecutar programas de cumplimiento socionalboral y o seguridad y salud en el trabajo   Elaborar actas y consolidar información para negociación colectiva Se ofrece    Movilidad por incorporación   Alimentación cubierta al       Habitabilidad en el campamento    Horario  Lunes a Viernes de am  pm  Sabados de am a  pm,No,10093984,4.62,17,48,11,Presencial,1,1115867806,simple,Auxiliar,Relaciones Laborales,San Martín,['sunafil']
ANALISTA DE CULTURA Y VIDA,Full-time,WEBHELP PERÚ,"Comas, Municipalidad Metropolitana de Lima",10-07-2023,No,Por crecimiento nos encontramos en búsqueda de un ANALISTA DE CULTURA Y VIDA con experiencia y que cumpla con lo siguiente  REQUISITOS  Universitario o Técnico de especialidades en Educación  Psicología  administración o afines  DESEABLE  Experiencia mínima de  años en puestos similares en empresas de más de    colaboradores  Deseable  Experiencia en áreas de Clima y Cultura en Call Center  Deseable  Estudios complementarios en gestión de clima y cultura  Conocimientos en office a nivel intermedio Conocimientos de entornos de google  drive  forms  google meet  etc   Deseable  Conocimientos de diseño para comunicaciones  HORARIO DE TRABAJO  Disponibilidad de Lunes a Sabado de      am a      pm     h a la semana  COMPETENCIAS  Trabajo en equipo Organización y planificación Liderazgo Comunicación BENEFICIOS  Ingreso a planilla completa desde el primer día de trabajo  Beneficios de acuerdo a ley Linea de carrera Capacitaciones constantes  Convenios con universidades e institutos  descuentos en cines y otros,No,2478080,3.67,17,48,11,Híbrido,1,1115901091,simple,Analista,Cultura Organizacional,Lima,"['psicología', 'administración']"
Analista de Gente y Cultura,Full-time,World Vision,"Jesús María, Lima",06-07-2023,No,World Vision es una organización cristiana de ayuda humanitaria  desarrollo y promoción de la justicia  dedicada a trabajar con niños  niñas  familias y comunidades para reducir la pobreza e injusticia  World Vision sirve a todas las personas  sin distinción de raza  religión  grupo étnico o género en distintos departamentos del Perú  Estamos presente en el Perú hace más de   años  sirviendo a la niñez peruana a través de programas de salud  nutrición  educación temprana  animación a la lectura  participación infantil y adolescente  entre otros  Nuestras acciones contribuyen a que vivan y crezcan saludables  con capacidades  oportunidades y un entorno que les permita alcanzar una vida plena y transformada  En esta oportunidad buscamos un a  profesional que comparta nuestros valores institucionales  con alto nivel de liderazgo personal y habilidades para gestionar el cambio de forma innovadora y eficiente  de esta forma pueda ocupar el puesto de  Analista de Gente y Cultura Propósito del Puesto Realizar mejoras  implementación y  o actualización del procedimiento así como liderar procesos de desarrollo de talento y capacitación de personal a nivel Lima y provincias  Liderar los procesos de reclutamiento y selección de personal a nivel nacional garantizando la calidad y cumplimiento del proceso establecido   Qué retos tenemos para ti    Asegurar y liderar los procesos de Reclutamiento y Selección a nivel nacional  para garantizar la incorporación de personal calificado    Realizar el proceso de reclutamiento y selección de jefaturas  coordinadores  gerencias    Monitorear  analizar y reportar el avance de los indicadores de talento   Asegurar el monitoreo de los procesos de capacitación interna del personal y monitorear las capacitaciones a nivel nacional   Liderar los procesos de desarrollo de talento  altos potenciales y liderazgo de la organización    Desarrollar y monitorear la inducción general y dar seguimiento a la inducción técnica de los nuevos colaboradores  Nos gustaría que tengas los siguientes requisitos   Bachiller o licenciado en psicología      años de experiencia en el cargo de analista o posiciones que ejercen liderazgo de un equipo de  a más      años de experiencia en procesos de desarrollo      años de experiencia en implementación o mejora de los procedimientos de Gestión de Talento   Ofimática a nivel intermedio    Manejo de herramientas de selección de personal por competencias  World Vision te ofrece   Ingreso a planilla desde el primer día de labores    Seguro vida ley    Beneficios Institucionales    Capacitaciones    Grato ambiente laboral,No,10215223,4.2,17,2566,11,Presencial,1,1115897314,simple,Analista,Cultura Organizacional,Lima,"['psicología', 'indicadores']"
Analista de Gestión del Talento y Cultura,Full-time,Confidencial,Perú,02-07-2023,Si,Importante empresa se encuentra en búsqueda de un nuevo talento para asumir el rol de Analista de Gestión del Talento y Cultura para el equipo de Gestión Humana   Qué buscamos  Profesionales de las carreras de Comunicaciones o Marketing  Experiencia previa de dos años en área de Gestión del Talento  Clima y Cultura  Comunicación Interna o similares  Ideal si cuentas con experiencia en empresas con más de    personas  Conocimientos de diseño gráfico indispensable   Inglés a nivel intermedio   Qué harás  Diseño y elaboración de piezas graficas para todas nuestras actividades  Estarás a cargo del proceso de inducción para nuestros colaboradores  Asumiras la estrategia de comunicación de todos los proyectos del área  Gestionaras nuestra plataforma y otros canales de comunicación  Apoyarás en la realización y análisis de los resultados de la encuesta de clima y soporte de acción  Otras funciones inherentes al puesto   Qué ofrecemos  Contrato en planilla con todos los beneficios de ley  EPS cubierta al     Trabajo remoto Buen clima laboral,Si,10222954,,17,48,11,Presencial,1,1115888787,simple,Analista,Cultura Organizacional,Lima,"['eps', 'inglés', 'cuentas']"
Analista de Clima,Full-time,AZZORTI,"Lurín, Lima",26-06-2023,No,Somos una empresa de ventas directas con presencia en cinco países de América Latina  Entre nuestros logros se encuentra pertenecer al Top 1 0 de mejores empresas para trabajar  según el Great Place To Work 2 0 2 2  En Azzorti Livva estamos en búsqueda del mejor tesoro para el puesto de Analista de Incorporación e Identidad Requisito  Bachiller en Psicología Conocimiento de Office a nivel Intermedio   Avanzado  2 años de experiencia en posiciones similares en Recursos Humanos  Gestión y manejo de KPI´s  Funciones  Realizar Reclutamiento y Selección de Personal Ejecutar el Proceso de Inducción de Personal Desarrollar e implementar el plan anual de clima  Controlar el tablero de seguimiento de planes y acciones de clima de las distintas áreas de la compañía  Desarrollar  proponer los Programas de Reconocimiento  Generar y controlar KPIs del equipo y controlar el presupuesto del área  Co crear con los frentes de comunicaciones y bienestar  estrategias que impacten en clima de la compañía  Coordinar y ejecutar de manera conjunta con el equipo  las actividades  planes y acciones a través del soporte y apoyo logístico en las actividades del equipo y clientes internos  Beneficios  Ingreso directo a la planilla Movilidad y alimentación Cobertura de EPS Azzorti Livva fomenta y respeta la equidad de género  inclusión y diversidad en sus procesos de atracción del talento y crecimiento  Creemos firmemente en la igualdad de oportunidades y la inclusión de personas con habilidades diferentes y o discapacidad para todos los candidatos calificados que sean considerados para las vacantes sin distinción  de acuerdo a lo establecido en la Ley N° 2 9 9 7 3 “Ley general de la persona con discapacidad”,No,13076428,,17,48,11,Remoto,1,1115879635,simple,Analista,Cultura Organizacional,Lima,"['eps', 'psicología']"
Analista de Clima y Cultura - San Juan de Lurigancho,Full-time,GRUPO PERÚ ALFA,"San Juan De Lurigancho., Lima",19-06-2023,No,Grupo Perú Alfa  empresa peruana con  unidades de negocio  orientada al desarrollo y fabricación de empaques flexibles e insumos plásticos  nos encontramos en la búsqueda del mejor talento para asumir la posición de  Analista de Clima y Cultura Reto de la posición  Gestionar y proponer los planes de acción de Clima y Cultura  así como dar seguimiento a los indicadores del proceso  para lograr consolidar la Cultura deseada de la Organización  Principales responsabilidades    Ejecutar y dar seguimiento a los Programas de Cultura    Diseñar  aplicar y analizar las encuestas de Clima  Cultura y Comunicaciones    Elaborar las presentaciones para el despliegue de resultados de Clima  Cultura y Comunicaciones    Gestionar los encuentros Culturales con agentes de clima y cultura    Gestionar convenios corporativos con Instituciones externas de servicios    Ejecutar las mesas de trabajo o focus group con personal operativo y administrativo    Idear y realizar eventos que refuercen nuestra cultura    Gestionar los indicadores e iniciativas que impacten en la experiencia del colaborador    Identificar y proponer programas que fomenten una cultura de Excelencia y Alto desempeño  Mejora continua y Sostenibilidad    Y otras actividades que le sean asignadas por la jerarquía superior  Requerimientos de perfil    Universitario en Administración  Psicología  Ingeniería Industrial o Comunicaciones    Cursos en Gestión de Clima y Cultura  Transformación Cultural y o Desarrollo del talento  Deseable     Experiencia de  años en procesos de Clima  Cultura  Comunicaciones  Transformación Cultural y o Desarrollo Organizacional    Conocimientos en Metodologías de medición de Clima y Cultura  Engagement  GPTW  Mercer  entre otros    Conocimientos de Gestión de planes de acción    Conocimientos en Transformación Cultural    Conocimientos en Metodologías ágiles    Conocimientos en fundamentos LSS  Deseable     Disponibilidad de laborar de manera presencial en San Juan de Lurigancho  Beneficios    Excelente Clima laboral    Oportunidad de Línea de carrera    Almuerzo cubierto al        Utilidades,No,13081194,2.2,17,2566,11,Presencial,1,1115760938,simple,Analista,Cultura Organizacional,Lima,"['psicología', 'utilidades', 'administración', 'indicadores', 'ingeniería']"
Practicante Pro Clima Cultura y Capacitación,Full-time,FORMACIÓN LABORAL RH,"Miraflores, Lima",27-06-2023,No,Apoyar en la evaluación de clima y cultura organizacional  identificando oportunidades de mejora  Brindar soporte en los planes de acción de clima y cultura  Apoyar en la gestión  planificación y despliegue de actividades de CI  Clima  Cultura Apoyo en la coordinación logística de eventos actividades  Apoyo en los reportes de asistencia y encuestas de satisfacción de las actividades eventos  Realizar el soporte en la planificación y ejecución de encuestas de clima laboral  así como en la reportería de indicadores del mismo Brindar soporte en la planificación y ejecución de programas enfocados en incrementar el clima laboral  Apoyo en otras funciones relacionadas al área  Requisitos  Bachiller o egresado de la carrera de Psicología  Experiencia de 6 meses a 1 año  realizando funciones de clima  cultura y o capaciración  Deseable haber laborado en consultoras de TI o empresa del rubro de tecnología Contar con alta capacidad de negociación y análisis  resolución de problemas  organización  comunicación fluida y a todo nível  orientado a resultados  Manejo de Excel  nivel avanzado  indispensable  Manejo de Power BI  Desable  Inglés avanzado   indispensable  Beneficios Línea de carrera Aprendizaje constante Horario flexible Trabajo hibrido Trabajo en base a resutados,No,13308056,,17,2566,11,Híbrido,1,1115879479,freemium,Capacitador,Cultura Organizacional,Lima,"['excel', 'psicología', 'asistencia', 'inglés', 'indicadores', 'power bi']"
BUSCO PERSONAL RESPONSABLE C/SIN EXPERIENCIA PARA AUXIALIAR DE OFICINA,Full-time,ASESORES & EMPRESARIOS E.I.R.L.,"San Juan de Miraflores, Lima",26-06-2023,Si,Estamos solicitando personas entre      años c s experiencia para el Dpto de Dónde apoyará en una oficina realizando actividades sencillas como  ✓ Supervisión ✓Selección ✓Organización ✓Manejo de registros ✓Controles ✓Recepción de llamadas telefónicas ✓Atención al cliente  Sólo por medio tiempo de L V Horarios a elegir Turno mañana     am      pm Turno tarde    pm      pm,Si,13407797,,17,48,11,Presencial,1,1115879057,freemium,Otros,Cultura Organizacional,Lima,[]
LIDER CORPORATIVO DE CI Y TRANSFORMACIÓN DE EXPERIENCIA TRABAJADOR,Full-time,DOWNING TEAL PERÚ,"Santiago de Surco, Lima",31-07-2023,No,Compartimos convocatoria para posición profesional para nuestro cliente  líder del sector pesca   Cuál es el reto principal  Gestionar los temas de clima  cultura  comunicación interna y externa  asegurando información oportuna a colaboradores y stakeholders  fortalecer la imagen corporativa y consolidar la cultura organizacional   Qué buscamos de ti  Profesionales de Comunicaciones  Periodismo  o similar Experiencia de 3 años cargos similares en empresas con más de una sede  Experiencia en producción de videos  ediciones  uso de herramientas de comunicaciones Inglés nivel avanzado  indispensable  Disponibilidad para viajar Condiciones Trabajo presencial  Santiago de Surco  Ingreso a planilla con todos los beneficios de ley   Utilidades Contrato a Plazo Indefinido  Posibilidades de desarrollo,No,13247611,,17,48,11,Presencial,1,1115932236,simple,Trabajador social,Cultura Organizacional,Lima,"['utilidades', 'inglés']"
Analista de Clima y Cultura,Full-time,CANVIA,"Lima, Lima",25-07-2023,No,Somos Canvia  formamos parte del portafolio de Advent International y contamos con más de 35 años de presencia en el mercado local  Nuestro propósito es hacer más fácil la vida de las personas  innovando e implementando proyectos de transformación digital con nuestros clientes de manera ágil y segura    Reinventa el futuro con Canvia   Si sientes pasión por la tecnología y quieres transformar negocios  esta es tu oportunidad para desarrollarte en una empresa inclusiva  diversa y que se desafía constantemente  Nuestro propósito es hacer más fácil la vida de las personas  innovando e implementando proyectos de transformación digital con una metodología ágil y segura  Como Analista de Clima y Cultura tendrás las siguientes funciones   Analizar  implementar y gestionar propuestas de mejora relacionadas al clima laboral  con la finalidad de tener una excelente experiencia para los colaboradores  Ejecutar  dar seguimiento y asegurar el cumplimiento de las estrategias y acciones de Clima y Cultura organizacional  Coordinar y garantizar el cumplimiento del óptimo del proceso de onboarding y offboarding de los colaboradores  Realizar otras funciones afines o complementarias asignadas por su jefe inmediato superior  Requisitos  Lo que te permitirá llegar al éxito   Es indispensable que  Seas egresado  bachiller o titulado de las carreras de Administración  Psicología  Ingeniería Industrial o afines  Cuentes con experiencia de 1 a 2 años dentro del área de clima y cultura Beneficios Te ofrecemos   Trabajar en equipo con especialistas en nuevas tecnologías Modalidad de trabajo híbrido Cultura de equipo altamente colaborativa y orientado a romper paradigmas Foco en tu desarrollo y línea de crecimiento a través de Canvia College Bienestar  por ejemplo  tiempo libre el día de tu cumpleaños Un porcentaje de cobertura en la EPS Una tarjeta de alimentación Línea de carrera  Juntos vamos por más  No esperes y postula a tu siguiente reto,No,13122312,3.14,17,48,11,Híbrido,1,1115925562,simple,Analista,Cultura Organizacional,Lima,"['eps', 'psicología', 'administración', 'ingeniería']"
ANALISTA DE PLANILLAS ( experiencia en OFISIS),Full-time,Confidencial,"Villa El Salvador, Lima",23-07-2023,Si,Somos una empresa trasnacional con     colaboradores que requerimos incorporar a nuestro staff de Recursos Humanos a un a  ANALISTA DE PLANILLAS REQUISITOS ESTUDIOS Bachiller o titulado en Contabilidad  Administración o Ing  Industrial o carreras afines Contar con más de   de experiencia en manejo de plataforma de planillas OFISIS con mas de    colaboradores  requisito obligatorio y excluyente a quienes no cumplan con el mismo   Amplio conocimientos en legislación laboral  administración de personal y planillas en planillas Elaboración y análisis las planillas quincenal y de fin de mes  gratificación  cts  utilidades  entre otros Controlar de las altas  bajas  periodos de prueba y renovaciones de empleados y practicantes  Contar con amplia experiencia en Declaración Plame  Analizar y aprovisionar los movimientos de planilla Afpnet  retenciones judiciales  cobranzas coactivas  de acuerdo con las normas legales laborales  Atención de requerimiento de auditoría  MINTRA  MINJUS  Sunafil  y otros  Elaborar los asientos de planillas de colaboradores y practicantes  así como las provisiones mensuales y realizar el análisis mensual de las cuentas de balance  Dominio de Excel a nivel avanzado   se tomara evaluación presencial   Trabajo de manera presencial asistencia de lunes a viernes de     am a    pm en zona de Villa El Salvador   de darse el caso de trabajar en San Isidro el horario seria de     am a     pm,Si,10093758,,17,2567,11,Presencial,1,1115923087,simple,Analista,Cultura Organizacional,Lima,"['excel', 'sunafil', 'ofisis', 'plame', 'contabilidad', 'utilidades', 'administración', 'asistencia', 'auditoría', 'cts', 'cuentas']"
Trabajador (a) social colegiada con experiencia - Disponibilidad para viajar,Full-time,SERVOSA,"San Juan De Lurigancho., Lima",19-07-2023,Si,SERVOSA es una organización con operaciones en las principales ciudades del Perú  especializada en el transporte de combustibles líquidos  transporte de Etanol  transporte de concentrados de Mineral  distribución de GLP  transporte de Gas Natural Comprimido  Gasoducto Virtual   despacho de combustibles a equipos en minas  así como diseño  construcción y administración de grifos en minas  Todo esto con los más altos estándares internacionales de Seguridad  Salud Ocupacional  Medio Ambiente y Calidad  tal como lo demuestran nuestras certificaciones ISO      ISO      y ISO       Actualmente nos encontramos en la búsqueda de una trabajadora social con disponibilidad para viajar y atender las necesidades en nuestras diferentes sedes  FUNCIONES   Planificar  ejecutar y evaluar los programas y o actividades respecto a los servicios de Bienestar Social  en concordancia con la política institucional a favor del trabajador y su familia   Responsable de organizar y desarrollar eventos corporativos  actividades programadas de manera mensual  entre otros de acuerdo al plan anual   Gestionar los trámites de subsidios  lactancias  descansos médicos y otros   Evaluar los adelantos y préstamos de sueldo del personal   Tramitar asignación familiar del personal   Responsable de brindar la inducción al nuevo personal   Generar  renovar y dar seguimiento al SCTR   Realizar otras funciones que le sean asignadas por su jefe inmediato  REQUISITOS   Licenciada y colegiada habilitada en Trabajo Social  Indispensable   Experiencia mínima de   años en el puesto  manejando más de    trabajadores  Indispensable    Conocimiento de la Normativa laboral vigente  procedimientos administrativos de ESSALUD   Manejo de office a nivel intermedio  Conocimientos en procedimientos SIG  Deseable    Disponibilidad para movilizarse a Callao  Huachipa y viajar a nivel nacional   Disponibilidad para laborar en horarios rotativos en Huachipa  BENEFICIOS   Pertenecer a una Empresa Líder en el rubro  Ingreso a planilla con todos los beneficios de Ley  Seguro médico privado  Convenios Institucionales  Alimentación al     Grato ambiente laboral “La presente convocatoria es aplicable a personas con discapacidad  en conformidad a lo establecido en la Ley N°       Ley de la persona con discapacidad y su reglamento  en SERVOSA contribuimos con fomentar un ambiente de equidad e igualdad de condiciones”,Si,13353598,,17,48,11,Presencial,1,1115917048,simple,Trabajador social,Cultura Organizacional,Lima,"['administración', 'essalud', 'subsidios']"
Asistente de Nóminas/ Experiencia en Construccion civil/ Remoto,Full-time,MANPOWER PERÚ,"Comas, Municipalidad Metropolitana de Lima",03-07-2023,No,Con más de   años liderando globalmente soluciones innovadoras en la estrategia de talento  en ManpowerGroup valoramos el papel que representa el trabajo en las personas  Por ello  te invitamos a que formes parte de nuestro propósito y te animes a transformar vidas con nosotros as   Nos encontramos en búsqueda de talento para ser Asistente de Nóminas asegurando la calidad del talento a presentar a los diversos clientes  Requisitos  Sexo indistinto  Profesional universitario egresado de la carrera de Contabilidad ó Administración  Relaciones Industriales u otras carreras afines con conocimientos de contabilidad  legislación laboral y legislación tributaria referida a aspectos laborales  Con más de   años ocupando puestos de Asistente de Nóminas En construccion civil Experiencia comprobada en empresas multinacionales ó locales de envergadura en los sectores minero  industrial  comercial y servicios  Con conocimiento de legislación laboral actualizado  Con conocimiento en el manejo de Sistemas de planilla  Con experiencia en manejo de T Registro y PLAME  Dominio de MS Office a nivel intermedio y Excel intermedio  Funciones  Coordinar en forma permanente con los clientes de las cuentas asignadas la entrega de información  Elaboración del cálculo de planillas quincenales y mensuales de empleados  obreros  practicantes  ta  ta y expatriados    gross up   Elaboración de información de Horas extras y sobretiempos para el proceso de planillas obreros y empleados  Elaboración de los cálculos de procesos periódicos como CTS  Gratificaciones y Utilidades  adelanto de vacaciones  Elaboración de Liquidaciones de Beneficios Sociales y documentos relacionados al cese  Llevar el control de las vacaciones del personal  Llevar control de los préstamos del personal  Entrega y emisión de boletas de pago y otros documentos laborales  Enviar archivos txt para pagos por Telecredito o Telebanking  Entregar la información de la nómina y relacionados de acuerdo con el cronograma del cliente Elaboración de asientos contables y provisiones de la nómina  así como conciliar periódicamente las cuentas con el cliente  análisis contable   Elaboración del PLAME y AFP NET Elaboración y suscripción de los contratos de trabajo y su presentación al Mintra  así como el control de sus vencimientos  Reporta directamente al supervisor  Asistir proactivamente al supervisor en las tareas que le sean encomendadas  Coordinar con su supervisor los temas y ocurrencias relacionadas con las planillas de los clientes de manera tal de mantenerlos informados y lograr retroalimentación constante  Beneficios    Sueldo acorde al mercado   Línea de carrera   Teletrabajo Días a laborar  Lunes   Viernes     am       pm En ManpowerGroup  promovemos la inclusión e inserción laboral sin distinción por razón de discapacidad  género  orientación  identidad y expresión de género  lugar de origen o generación  Por ello  Todos los talentos son bienvenidos,No,10011970,4.28,17,2567,11,Remoto,1,1115889671,simple,Asistente,Cultura Organizacional,Lima,"['excel', 'gratificaciones', 'plame', 'afp', 'contabilidad', 'utilidades', 'administración', 'cts', 'contratos', 'cuentas', 'vacaciones']"
Asesor de banca Call Center C/Sin experiencia Centro de lima sueldo fijo + comisiones (Ref 37868),Full-time,MANPOWER PERÚ,"Cercado De Lima, Lima",23-06-2023,No,Por encargo de uno de nuestros clientes  líder en el rubro de telecomunicaciones SCC  Servicios Call Center   nos encontramos en búsqueda de talentos para cubrir la posición de  Asesor a  de FIDELIZACIÓN   BANCO RIPLEY   PRESENCIAL CENTRO DE LIMA FUNCIONES   Fidelizar a los clientes que ya no desean el servicio  REQUISITOS   Secundaria completa   Experiencia mínima de  MESES CALL CENTER O EN BANCA PRESENCIAL MIN   MESES  Disponibilidad para laborar de manera PRESENCIAL en el centro de lima  HORARIO DE TRABAJO   De LUNES a DOMINGO  Descanso rotativo  dentro de una FRANJA HORARIA      AM       PM      AM A     PM TU ESCOGES  DESCANSO ROTATIVO BENEFICIOS   SUELDO FIJO  COMISIOMES  Capacitación REMOTO  Planilla completa  EsSalud  gratificaciones  CTS  asignación familiar  utilidades  vacaciones  etc     Línea de carrera a corto plazo   Convenios educativos y corporativos  DIRECCION  SEDE CHOTA CERCADO DE LIMA “En Manpower promovemos la inserción e inclusión laboral de personas con discapacidad,No,10011970,4.28,17,2637,11,Presencial,30,1115875942,simple,Otros,Cultura Organizacional,Lima,"['gratificaciones', 'utilidades', 'essalud', 'cts', 'vacaciones']"
Especialista en Experiencia del Colaborador,Full-time,ADECCO CONSULTING,"Lima, Lima",14-07-2023,No,Estás buscando un nuevo desafío   Esta propuesta te puede interesar  Queremos que tu talento se sume a nuestro cliente  para que siga siendo una empresa líder en el sector financiero  Estamos buscando un profesional destacado para la posición de Especialista en Experiencia del Colaborador Objetivo  La labor de este puesto impacta en este segmento por lo que se espera obtener insights en base a data  para segmentar  crear arquetipos y preparar beneficios para cada tipo de colaborador  y así aumentar la fidelización y el engagement y disminuir la rotación  Funciones    Alimentarse de los diversos indicadores de GDH y de producto para generar insights para la toma de decisiones del área    Generar información para respaldar presentaciones y documentación para comités ejecutivos de alto nivel    Coordinar con las áreas de producto la data necesaria para lanzar campañas dirigidas y medir la conversión de leads  buscando correlación entre las diferentes variables que respondan al NPS del colaborador    Diseñar e implementar campañas de comunicación para aumentar el conocimiento y uso de los beneficios del banco  Requisitos  Formación académica  Comunicaciones  Marketing  Publicidad   año de experiencia en posiciones afines a UX  experiencia del colaborador y demás  Dominio Adobe Illustrator y Adobe Photoshop  Dominio de Office a nivel intermedio  Beneficios  Ingresar a una empresa líder en su rubro  Salario acorde al mercado  utilidades y beneficios corporativos  Desarrollo de línea de carrera,No,13268568,3.89,17,48,11,Híbrido,1,1115910660,simple,Especialista,Cultura Organizacional,Lima,"['adobe', 'utilidades', 'indicadores']"
